student,chapter,attempt,concept,correct,total,accuracy
Majed,2,1,Decimals_Compare,1,1,83.51315558496503
Majed,2,1,Decimals_Operations,0,1,56.33167314344104
Majed,2,1,Decimals_ToFraction,1,1,73.92413823000811
Majed,2,1,Decimals_Round,1,1,83.09832273510312
Majed,2,2,Decimals_PlaceValue,0,1,52.988108374732654
Majed,2,2,Decimals_Compare,1,1,71.76390615972986
Majed,2,2,Decimals_Operations,0,1,66.76483645092655
Majed,2,2,Decimals_ToFraction,0,1,57.81355596419074
Majed,2,2,Decimals_Round,0,1,61.0911220340204
Majed,3,1,Percent_Basics,0,1,62.559214013156385
Majed,3,1,Percent_ToFraction,1,1,72.35599732833137
Majed,3,1,Percent_WordProblems,1,1,77.41930635805352
Majed,3,1,Percent_OfQuantity,1,1,75.6080963934396
Majed,3,1,Percent_Change,1,1,70.51473931103932
Majed,3,2,Percent_Basics,1,1,81.8852347337728
Majed,3,2,Percent_ToFraction,1,1,82.93366205552238
Majed,3,2,Percent_WordProblems,1,1,75.47770467124278
Majed,3,2,Percent_OfQuantity,0,1,68.21736431268103
Majed,3,2,Percent_Change,1,1,92.52585791152622
Majed,4,1,Ratio_Basics,0,1,59.439186806573886
Majed,4,1,Ratio_Simplify,0,1,67.70172469678074
Majed,4,1,Proportion,0,1,68.25430565953913
Majed,4,1,Ratio_WordProblems,0,1,51.33406871993735
Majed,4,1,Rate,0,1,52.65680976605199
Majed,4,2,Ratio_Basics,0,1,56.18111389502802
Majed,4,2,Ratio_Simplify,0,1,64.51345550056185
Majed,4,2,Proportion,0,1,57.45805042858766
Majed,4,2,Ratio_WordProblems,0,1,54.02771144770229
Majed,4,2,Rate,0,1,53.63637541614493
Majed,5,1,Algebra_Variables,0,1,61.3099424488045
Majed,5,1,Algebra_Equations,0,1,57.95462294036117
Majed,5,1,Algebra_Substitution,0,1,60.109656238942854
Majed,5,1,Algebra_Expressions,0,1,65.22551634087125
Majed,5,1,Solve_for_x,0,1,52.636854492087835
Majed,5,2,Algebra_Variables,1,1,97.02928998135415
Majed,5,2,Algebra_Equations,0,1,65.52261963636099
Majed,5,2,Algebra_Substitution,1,1,76.26765205607855
Majed,5,2,Algebra_Expressions,1,1,86.2165955934808
Majed,5,2,Solve_for_x,1,1,75.87621878874633
Khaled,1,1,Fractions_Represent,0,1,67.56552268569403
Khaled,1,1,Fractions_Equivalent,0,1,62.00914860500492
Khaled,1,1,Fractions_Compare,1,1,77.42038216938839
Khaled,1,1,Fractions_Decimal,0,1,67.05428851879768
Khaled,1,1,Fractions_Simplify,1,1,74.33692452753513
Khaled,1,2,Fractions_Represent,1,1,73.5600550893143
Khaled,1,2,Fractions_Equivalent,1,1,74.66642061734356
Khaled,1,2,Fractions_Compare,1,1,93.72781711057863
Khaled,1,2,Fractions_Decimal,1,1,93.0498689335775
Khaled,1,2,Fractions_Simplify,1,1,76.03033182274834
Khaled,2,1,Decimals_PlaceValue,1,1,88.125536152144
Khaled,2,1,Decimals_Compare,1,1,75.80961154490815
Khaled,2,1,Decimals_Operations,1,1,77.01778554838891
Khaled,2,1,Decimals_ToFraction,0,1,62.258905171659805
Khaled,2,1,Decimals_Round,0,1,67.4018055467465
Khaled,2,2,Decimals_PlaceValue,1,1,74.63548599687962
Khaled,2,2,Decimals_Compare,0,1,66.65798409584859
Khaled,2,2,Decimals_Operations,0,1,60.644269745777784
Khaled,2,2,Decimals_ToFraction,0,1,69.16434121222277
Khaled,2,2,Decimals_Round,0,1,58.2796645115924
Khaled,3,1,Percent_Basics,0,1,57.7808057013026
Khaled,3,1,Percent_ToFraction,0,1,59.73152337477967
Khaled,3,1,Percent_WordProblems,0,1,46.75940646836169
Khaled,3,1,Percent_OfQuantity,0,1,61.260999400065174
Khaled,3,1,Percent_Change,0,1,61.60167671696055
Khaled,3,2,Percent_Basics,1,1,79.13387966502424
Khaled,3,2,Percent_ToFraction,0,1,63.83299058079203
Khaled,3,2,Percent_WordProblems,0,1,63.36059700341917
Khaled,3,2,Percent_OfQuantity,0,1,54.96825153238097
Khaled,3,2,Percent_Change,0,1,40.33179805574726
Khaled,4,1,Ratio_Basics,1,1,77.79011817635103
Khaled,4,1,Ratio_Simplify,0,1,55.298853327341575
Khaled,4,1,Proportion,0,1,67.60579050783805
Khaled,4,1,Ratio_WordProblems,1,1,73.0146470819814
Khaled,4,1,Rate,0,1,56.09001862828335
Khaled,4,2,Ratio_Basics,0,1,68.95393295139723
Khaled,4,2,Ratio_Simplify,1,1,85.4419235727487
Khaled,4,2,Proportion,1,1,80.45731699300683
Khaled,4,2,Ratio_WordProblems,1,1,82.11699883157473
Khaled,4,2,Rate,1,1,78.56504771362447
Khaled,5,1,Algebra_Variables,1,1,85.28043393104674
Khaled,5,1,Algebra_Equations,1,1,72.12132179177213
Khaled,5,1,Algebra_Substitution,1,1,77.98414487814004
Khaled,5,1,Algebra_Expressions,0,1,59.54313537320938
Khaled,5,1,Solve_for_x,1,1,73.89590119394359
Khaled,5,2,Algebra_Variables,1,1,84.09922462238099
Khaled,5,2,Algebra_Equations,1,1,90.10867889464684
Khaled,5,2,Algebra_Substitution,1,1,79.91136520642593
Khaled,5,2,Algebra_Expressions,1,1,96.80384412662508
Khaled,5,2,Solve_for_x,1,1,80.31887596948538
Turki,1,1,Fractions_Represent,0,1,54.69559973086962
Turki,1,1,Fractions_Equivalent,0,1,36.81135064978679
Turki,1,1,Fractions_Compare,0,1,57.84983444179429
Turki,1,1,Fractions_Decimal,0,1,61.81168280795472
Turki,1,1,Fractions_Simplify,0,1,52.306104470300724
Turki,1,2,Fractions_Represent,1,1,70.48111288179103
Turki,1,2,Fractions_Equivalent,0,1,67.38025445543386
Turki,1,2,Fractions_Compare,1,1,70.69900779492332
Turki,1,2,Fractions_Decimal,0,1,67.92907482337714
Turki,1,2,Fractions_Simplify,0,1,69.34566800219369
Turki,2,1,Decimals_PlaceValue,0,1,61.39217073515246
Turki,2,1,Decimals_Compare,0,1,63.793986051992896
Turki,2,1,Decimals_Operations,0,1,46.55397163855365
Turki,2,1,Decimals_ToFraction,0,1,53.983071063378105
Turki,2,1,Decimals_Round,0,1,56.2474065126013
Turki,2,2,Decimals_PlaceValue,1,1,86.53649169945156
Turki,2,2,Decimals_Compare,1,1,92.54361889219162
Turki,2,2,Decimals_Operations,1,1,81.43294344832256
Turki,2,2,Decimals_ToFraction,1,1,96.4133192387641
Turki,2,2,Decimals_Round,1,1,72.90613039398976
Turki,3,1,Percent_Basics,1,1,70.50647373936691
Turki,3,1,Percent_ToFraction,0,1,63.66444849482495
Turki,3,1,Percent_WordProblems,1,1,75.78740730612253
Turki,3,1,Percent_OfQuantity,1,1,75.03582533087447
Turki,3,1,Percent_Change,0,1,69.00862521777685
Turki,3,2,Percent_Basics,1,1,76.90879198274303
Turki,3,2,Percent_ToFraction,1,1,76.33791233688663
Turki,3,2,Percent_WordProblems,1,1,87.43925232053414
Turki,3,2,Percent_OfQuantity,1,1,97.94401318609309
Turki,3,2,Percent_Change,1,1,79.82499447692281
Turki,4,1,Ratio_Basics,0,1,57.90241863644762
Turki,4,1,Ratio_Simplify,0,1,68.45785478913389
Turki,4,1,Proportion,0,1,56.65804935111936
Turki,4,1,Ratio_WordProblems,0,1,50.47240549757804
Turki,4,1,Rate,0,1,56.68419241600654
Turki,4,2,Ratio_Basics,0,1,69.98911550947577
Turki,4,2,Ratio_Simplify,1,1,72.51792997452912
Turki,4,2,Proportion,1,1,82.37271729627679
Turki,4,2,Ratio_WordProblems,1,1,87.11633167962844
Turki,4,2,Rate,0,1,68.8452757040543
Turki,5,1,Algebra_Variables,1,1,80.94259483680425
Turki,5,1,Algebra_Equations,1,1,78.66593916716555
Turki,5,1,Algebra_Substitution,0,1,67.9047665456044
Turki,5,1,Algebra_Expressions,1,1,79.68971137846769
Turki,5,1,Solve_for_x,1,1,84.94709783326823
Turki,5,2,Algebra_Variables,1,1,81.37677595230643
Turki,5,2,Algebra_Equations,1,1,89.45180800491238
Turki,5,2,Algebra_Substitution,1,1,78.73522445887521
Turki,5,2,Algebra_Expressions,1,1,84.60465853639809
Turki,5,2,Solve_for_x,0,1,67.99808198531461
Sultan,1,1,Fractions_Represent,0,1,57.922511180314515
Sultan,1,1,Fractions_Equivalent,0,1,63.18004672571757
Sultan,1,1,Fractions_Compare,0,1,36.4839330614319
Sultan,1,1,Fractions_Decimal,0,1,49.73274643414342
Sultan,1,1,Fractions_Simplify,0,1,48.89088430062009
Sultan,1,2,Fractions_Represent,1,1,86.36868208481403
Sultan,1,2,Fractions_Equivalent,1,1,90.8549203988648
Sultan,1,2,Fractions_Compare,1,1,78.58410390100639
Sultan,1,2,Fractions_Decimal,1,1,91.06364224397214
Sultan,1,2,Fractions_Simplify,1,1,74.24394381723977
Sultan,2,1,Decimals_PlaceValue,1,1,72.31258350402997
Sultan,2,1,Decimals_Compare,1,1,85.19172560022959
Sultan,2,1,Decimals_Operations,1,1,75.26074852441819
Sultan,2,1,Decimals_ToFraction,0,1,68.61324319277607
Sultan,2,1,Decimals_Round,0,1,60.31655342580719
Sultan,2,2,Decimals_PlaceValue,0,1,60.996051998401356
Sultan,2,2,Decimals_Compare,1,1,73.44308904998209
Sultan,2,2,Decimals_Operations,1,1,70.03740349031264
Sultan,2,2,Decimals_ToFraction,0,1,63.026595960117284
Sultan,2,2,Decimals_Round,0,1,68.20868228178217
Sultan,3,1,Percent_Basics,1,1,86.14936071079732
Sultan,3,1,Percent_ToFraction,1,1,86.49382760851499
Sultan,3,1,Percent_WordProblems,1,1,82.0031806797917
Sultan,3,1,Percent_OfQuantity,0,1,67.36555795470031
Sultan,3,1,Percent_Change,1,1,83.48476539402387
Sultan,3,2,Percent_Basics,1,1,71.19360790831757
Sultan,3,2,Percent_ToFraction,1,1,80.94494414850378
Sultan,3,2,Percent_WordProblems,1,1,82.28185335549982
Sultan,3,2,Percent_OfQuantity,1,1,87.0836180436999
Sultan,3,2,Percent_Change,0,1,69.35444634185237
Sultan,4,1,Ratio_Basics,1,1,85.69677256322352
Sultan,4,1,Ratio_Simplify,1,1,80.91209653304121
Sultan,4,1,Proportion,0,1,68.5475960685234
Sultan,4,1,Ratio_WordProblems,0,1,67.04413699557176
Sultan,4,1,Rate,1,1,82.85090449322789
Sultan,4,2,Ratio_Basics,1,1,94.66361597507155
Sultan,4,2,Ratio_Simplify,1,1,73.66519019926652
Sultan,4,2,Proportion,1,1,99.79839204470653
Sultan,4,2,Ratio_WordProblems,1,1,85.12410417489014
Sultan,4,2,Rate,1,1,97.17471876368685
Sultan,5,1,Algebra_Variables,0,1,68.30343325143005
Sultan,5,1,Algebra_Equations,0,1,55.994595185197966
Sultan,5,1,Algebra_Substitution,0,1,62.76034976046786
Sultan,5,1,Algebra_Expressions,0,1,61.57176003412597
Sultan,5,1,Solve_for_x,0,1,69.71408206926691
Sultan,5,2,Algebra_Variables,1,1,83.76304643035522
Sultan,5,2,Algebra_Equations,0,1,60.19771618979343
Sultan,5,2,Algebra_Substitution,0,1,68.9659837470401
Sultan,5,2,Algebra_Expressions,1,1,73.80877474654908
Sultan,5,2,Solve_for_x,1,1,77.85196958516653
Saad,1,1,Fractions_Represent,1,1,87.88617821645796
Saad,1,1,Fractions_Equivalent,0,1,55.83473840493523
Saad,1,1,Fractions_Compare,1,1,72.6701131342457
Saad,1,1,Fractions_Decimal,0,1,63.58127018541022
Saad,1,1,Fractions_Simplify,1,1,79.35483292268984
Saad,1,2,Fractions_Represent,0,1,66.33559614802084
Saad,1,2,Fractions_Equivalent,1,1,80.47145406037373
Saad,1,2,Fractions_Compare,0,1,67.4730454637133
Saad,1,2,Fractions_Decimal,1,1,73.82167861879391
Saad,1,2,Fractions_Simplify,0,1,58.10581145823546
Saad,2,1,Decimals_PlaceValue,0,1,57.21730382621399
Saad,2,1,Decimals_Compare,0,1,47.90914750987788
Saad,2,1,Decimals_Operations,0,1,51.80211538917114
Saad,2,1,Decimals_ToFraction,0,1,46.154692973614374
Saad,2,1,Decimals_Round,0,1,58.166840312722115
Saad,2,2,Decimals_PlaceValue,0,1,69.67278022020167
Saad,2,2,Decimals_Compare,1,1,90.28982540280806
Saad,2,2,Decimals_Operations,1,1,91.104113160385
Saad,2,2,Decimals_ToFraction,1,1,84.28510077115047
Saad,2,2,Decimals_Round,1,1,76.34443509415972
Saad,3,1,Percent_Basics,1,1,70.7646379126982
Saad,3,1,Percent_ToFraction,0,1,65.37533336714826
Saad,3,1,Percent_WordProblems,1,1,77.26263266363789
Saad,3,1,Percent_OfQuantity,1,1,82.18801137512568
Saad,3,1,Percent_Change,1,1,75.40116324969442
Saad,3,2,Percent_Basics,1,1,88.3232148766778
Saad,3,2,Percent_ToFraction,1,1,82.69362069083506
Saad,3,2,Percent_WordProblems,1,1,83.53515250154368
Saad,3,2,Percent_OfQuantity,1,1,73.9234161376006
Saad,3,2,Percent_Change,1,1,88.62455098896494
Saad,4,1,Ratio_Basics,0,1,64.4123385369388
Saad,4,1,Ratio_Simplify,0,1,58.87483062185172
Saad,4,1,Proportion,0,1,55.25600688329619
Saad,4,1,Ratio_WordProblems,0,1,59.527876096118945
Saad,4,1,Rate,0,1,68.04709265731807
Saad,4,2,Ratio_Basics,1,1,80.49638745317236
Saad,4,2,Ratio_Simplify,1,1,74.70204386695889
Saad,4,2,Proportion,1,1,75.67972633721162
Saad,4,2,Ratio_WordProblems,1,1,75.74226248205999
Saad,4,2,Rate,1,1,76.3574728468183
Saad,5,1,Algebra_Variables,0,1,48.872588506090736
Saad,5,1,Algebra_Equations,0,1,62.71132064006018
Saad,5,1,Algebra_Substitution,0,1,53.92083001350453
Saad,5,1,Algebra_Expressions,0,1,59.64351451491429
Saad,5,1,Solve_for_x,0,1,56.22603493925264
Saad,5,2,Algebra_Variables,1,1,79.74096958230747
Saad,5,2,Algebra_Equations,1,1,93.44170212625922
Saad,5,2,Algebra_Substitution,0,1,60.96273524910021
Saad,5,2,Algebra_Expressions,1,1,80.26206408611905
Saad,5,2,Solve_for_x,1,1,72.02624667828005
Salman,1,1,Fractions_Represent,1,1,72.63447171778411
Salman,1,1,Fractions_Equivalent,1,1,76.20517636442732
Salman,1,1,Fractions_Compare,1,1,71.92038905858571
Salman,1,1,Fractions_Decimal,1,1,71.92704980871981
Salman,1,1,Fractions_Simplify,1,1,79.23878271601161
Salman,1,2,Fractions_Represent,0,1,66.87394117890598
Salman,1,2,Fractions_Equivalent,0,1,57.67728994229688
Salman,1,2,Fractions_Compare,0,1,54.87149167336442
Salman,1,2,Fractions_Decimal,1,1,74.06579487893289
Salman,1,2,Fractions_Simplify,1,1,78.3680263457491
Salman,2,1,Decimals_PlaceValue,1,1,92.56169170702626
Salman,2,1,Decimals_Compare,1,1,74.55348588691233
Salman,2,1,Decimals_Operations,1,1,82.51222023767573
Salman,2,1,Decimals_ToFraction,0,1,60.10702253490408
Salman,2,1,Decimals_Round,1,1,75.62070043080885
Salman,2,2,Decimals_PlaceValue,1,1,86.64163376522721
Salman,2,2,Decimals_Compare,1,1,92.35704953664195
Salman,2,2,Decimals_Operations,1,1,85.26576166691966
Salman,2,2,Decimals_ToFraction,1,1,90.16883720666785
Salman,2,2,Decimals_Round,1,1,95.51217616582197
Salman,3,1,Percent_Basics,0,1,48.39493472472597
Salman,3,1,Percent_ToFraction,0,1,66.47601295129583
Salman,3,1,Percent_WordProblems,0,1,49.30518948888963
Salman,3,1,Percent_OfQuantity,0,1,62.91599399577118
Salman,3,1,Percent_Change,1,1,75.82342780603179
Salman,3,2,Percent_Basics,1,1,76.7426040249086
Salman,3,2,Percent_ToFraction,1,1,83.88169438669826
Salman,3,2,Percent_WordProblems,1,1,71.89342057201941
Salman,3,2,Percent_OfQuantity,1,1,92.71558726719681
Salman,3,2,Percent_Change,1,1,70.24221745012473
Salman,4,1,Ratio_Basics,0,1,69.12626665598414
Salman,4,1,Ratio_Simplify,1,1,76.91968912133875
Salman,4,1,Proportion,1,1,76.31491279519456
Salman,4,1,Ratio_WordProblems,1,1,75.01166638570355
Salman,4,1,Rate,1,1,79.43882107196468
Salman,4,2,Ratio_Basics,1,1,80.84894437525548
Salman,4,2,Ratio_Simplify,1,1,77.5558617327059
Salman,4,2,Proportion,1,1,76.61241098568469
Salman,4,2,Ratio_WordProblems,1,1,75.1906409152579
Salman,4,2,Rate,1,1,71.2277043397613
Salman,5,1,Algebra_Variables,0,1,69.11057340373745
Salman,5,1,Algebra_Equations,1,1,73.13472610391804
Salman,5,1,Algebra_Substitution,0,1,65.80160429035614
Salman,5,1,Algebra_Expressions,1,1,70.51489216565635
Salman,5,1,Solve_for_x,1,1,78.22456499908611
Salman,5,2,Algebra_Variables,0,1,68.99363467709887
Salman,5,2,Algebra_Equations,0,1,68.97786456201794
Salman,5,2,Algebra_Substitution,1,1,82.2247892285792
Salman,5,2,Algebra_Expressions,1,1,73.44396175632369
Salman,5,2,Solve_for_x,0,1,61.140973335459016
Yazeed,1,1,Fractions_Represent,0,1,32.457895846320966
Yazeed,1,1,Fractions_Equivalent,0,1,36.62910867064507
Yazeed,1,1,Fractions_Compare,0,1,41.14759472364377
Yazeed,1,1,Fractions_Decimal,0,1,34.36420741191467
Yazeed,1,1,Fractions_Simplify,0,1,27.791907222544317
Yazeed,1,2,Fractions_Represent,0,1,51.39726930546273
Yazeed,1,2,Fractions_Equivalent,0,1,61.12718993999196
Yazeed,1,2,Fractions_Compare,0,1,49.129786270513705
Yazeed,1,2,Fractions_Decimal,0,1,54.36244697338669
Yazeed,1,2,Fractions_Simplify,0,1,54.07963955159021
Yazeed,2,1,Decimals_PlaceValue,0,1,44.062132952758034
Yazeed,2,1,Decimals_Compare,0,1,38.49375535123909
Yazeed,2,1,Decimals_Operations,0,1,34.14781287116705
Yazeed,2,1,Decimals_ToFraction,0,1,37.46218563409757
Yazeed,2,1,Decimals_Round,0,1,39.65504444994335
Yazeed,2,2,Decimals_PlaceValue,0,1,42.02530612681691
Yazeed,2,2,Decimals_Compare,0,1,58.7987590524179
Yazeed,2,2,Decimals_Operations,0,1,58.22576877700271
Yazeed,2,2,Decimals_ToFraction,0,1,32.55887736869911
Yazeed,2,2,Decimals_Round,0,1,48.935121494527074
Yazeed,3,1,Percent_Basics,0,1,65.78489259106664
Yazeed,3,1,Percent_ToFraction,0,1,54.56296877064739
Yazeed,3,1,Percent_WordProblems,0,1,51.486244951066126
Yazeed,3,1,Percent_OfQuantity,0,1,50.727226217458636
Yazeed,3,1,Percent_Change,0,1,53.47425921037802
Yazeed,3,2,Percent_Basics,0,1,49.75798065176273
Yazeed,3,2,Percent_ToFraction,0,1,53.38771983368466
Yazeed,3,2,Percent_WordProblems,0,1,44.6286040870453
Yazeed,3,2,Percent_OfQuantity,0,1,37.87874121585171
Yazeed,3,2,Percent_Change,0,1,54.77856902779675
Yazeed,4,1,Ratio_Basics,0,1,51.93979957982859
Yazeed,4,1,Ratio_Simplify,0,1,29.31159092945707
Yazeed,4,1,Proportion,0,1,61.806630001412856
Yazeed,4,1,Ratio_WordProblems,0,1,61.75489072333244
Yazeed,4,1,Rate,0,1,60.73296736641305
Yazeed,4,2,Ratio_Basics,0,1,56.0424933097907
Yazeed,4,2,Ratio_Simplify,0,1,60.23525824639687
Yazeed,4,2,Proportion,0,1,52.789301451501515
Yazeed,4,2,Ratio_WordProblems,0,1,62.00405182494988
Yazeed,4,2,Rate,0,1,59.25304681636405
Yazeed,5,1,Algebra_Variables,0,1,43.42272012017806
Yazeed,5,1,Algebra_Equations,0,1,34.55999149088103
Yazeed,5,1,Algebra_Substitution,0,1,33.5194049665941
Yazeed,5,1,Algebra_Expressions,0,1,39.28128051584658
Yazeed,5,1,Solve_for_x,0,1,47.88201195543616
Yazeed,5,2,Algebra_Variables,0,1,55.46596294173823
Yazeed,5,2,Algebra_Equations,1,1,70.33925484557417
Yazeed,5,2,Algebra_Substitution,0,1,58.407932687728604
Yazeed,5,2,Algebra_Expressions,0,1,44.48074184287179
Yazeed,5,2,Solve_for_x,0,1,52.40452015556795
Talal,1,1,Fractions_Represent,0,1,41.78827929795489
Talal,1,1,Fractions_Equivalent,0,1,35.630510264184394
Talal,1,1,Fractions_Compare,0,1,34.48743362382548
Talal,1,1,Fractions_Decimal,0,1,46.96413366704268
Talal,1,1,Fractions_Simplify,0,1,23.204792152220566
Talal,1,2,Fractions_Represent,0,1,35.0702215072491
Talal,1,2,Fractions_Equivalent,0,1,46.60995849592676
Talal,1,2,Fractions_Compare,0,1,35.917666122461256
Talal,1,2,Fractions_Decimal,0,1,40.361703522131165
Talal,1,2,Fractions_Simplify,0,1,56.50467588416974
Talal,2,1,Decimals_PlaceValue,0,1,44.356894355312306
Talal,2,1,Decimals_Compare,0,1,44.802979972795214
Talal,2,1,Decimals_Operations,0,1,45.50899449301802
Talal,2,1,Decimals_ToFraction,0,1,41.98047782368508
Talal,2,1,Decimals_Round,0,1,24.89636936610001
Talal,2,2,Decimals_PlaceValue,0,1,53.89926215402089
Talal,2,2,Decimals_Compare,0,1,44.36418717010186
Talal,2,2,Decimals_Operations,0,1,52.516879242882496
Talal,2,2,Decimals_ToFraction,0,1,62.506322154667885
Talal,2,2,Decimals_Round,0,1,51.63301822065959
Talal,3,1,Percent_Basics,0,1,50.21947658033143
Talal,3,1,Percent_ToFraction,0,1,36.893393655474604
Talal,3,1,Percent_WordProblems,0,1,44.73340571623201
Talal,3,1,Percent_OfQuantity,0,1,59.54656145128675
Talal,3,1,Percent_Change,0,1,54.658638603828365
Talal,3,2,Percent_Basics,1,1,81.78262358709493
Talal,3,2,Percent_ToFraction,1,1,79.19412405615714
Talal,3,2,Percent_WordProblems,0,1,66.49616078285975
Talal,3,2,Percent_OfQuantity,1,1,89.16098700894086
Talal,3,2,Percent_Change,0,1,64.21790649492077
Talal,4,1,Ratio_Basics,0,1,33.42384128209035
Talal,4,1,Ratio_Simplify,0,1,20.0
Talal,4,1,Proportion,0,1,39.82814592478956
Talal,4,1,Ratio_WordProblems,0,1,24.50011259968297
Talal,4,1,Rate,0,1,35.69561522562303
Talal,4,2,Ratio_Basics,1,1,82.30893774384752
Talal,4,2,Ratio_Simplify,1,1,79.98753378044007
Talal,4,2,Proportion,1,1,74.07370203820996
Talal,4,2,Ratio_WordProblems,1,1,73.9217492592298
Talal,4,2,Rate,1,1,80.19824659496349
Talal,5,1,Algebra_Variables,0,1,46.83011688026981
Talal,5,1,Algebra_Equations,0,1,56.017013124397565
Talal,5,1,Algebra_Substitution,0,1,59.53783963302365
Talal,5,1,Algebra_Expressions,0,1,42.196898163582674
Talal,5,1,Solve_for_x,0,1,45.365348676367304
Talal,5,2,Algebra_Variables,0,1,36.92233130019339
Talal,5,2,Algebra_Equations,0,1,55.85543515444475
Talal,5,2,Algebra_Substitution,0,1,47.75489150181828
Talal,5,2,Algebra_Expressions,0,1,40.4217254739
Talal,5,2,Solve_for_x,0,1,40.284637902665345
Ali,1,1,Fractions_Represent,0,1,55.14900993435324
Ali,1,1,Fractions_Equivalent,0,1,55.69902703854292
Ali,1,1,Fractions_Compare,0,1,47.78807540524935
Ali,1,1,Fractions_Decimal,0,1,40.38290605674695
Ali,1,1,Fractions_Simplify,0,1,49.75310623077934
Ali,1,2,Fractions_Represent,0,1,48.98510558365598
Ali,1,2,Fractions_Equivalent,0,1,33.17477634321821
Ali,1,2,Fractions_Compare,0,1,50.11929904572736
Ali,1,2,Fractions_Decimal,0,1,51.817553389651174
Ali,1,2,Fractions_Simplify,0,1,47.70691311925955
Ali,2,1,Decimals_PlaceValue,0,1,45.88537657509362
Ali,2,1,Decimals_Compare,0,1,49.918806285166866
Ali,2,1,Decimals_Operations,0,1,54.02014007406425
Ali,2,1,Decimals_ToFraction,0,1,51.63721416792275
Ali,2,1,Decimals_Round,0,1,45.26558545500207
Ali,2,2,Decimals_PlaceValue,0,1,40.301513505533634
Ali,2,2,Decimals_Compare,0,1,54.95295884754816
Ali,2,2,Decimals_Operations,0,1,49.445406053909515
Ali,2,2,Decimals_ToFraction,0,1,57.14286919275994
Ali,2,2,Decimals_Round,0,1,44.317768021737706
Ali,3,1,Percent_Basics,0,1,42.69448053299825
Ali,3,1,Percent_ToFraction,0,1,29.049727769489138
Ali,3,1,Percent_WordProblems,0,1,43.385658030664736
Ali,3,1,Percent_OfQuantity,0,1,36.70742380828447
Ali,3,1,Percent_Change,0,1,53.57606411204502
Ali,3,2,Percent_Basics,0,1,53.80171399261496
Ali,3,2,Percent_ToFraction,0,1,44.54911803158902
Ali,3,2,Percent_WordProblems,0,1,56.212613083917624
Ali,3,2,Percent_OfQuantity,0,1,59.371033233212714
Ali,3,2,Percent_Change,0,1,43.31019396339675
Ali,4,1,Ratio_Basics,0,1,63.88626379962737
Ali,4,1,Ratio_Simplify,0,1,64.7792350961154
Ali,4,1,Proportion,0,1,56.15608079806321
Ali,4,1,Ratio_WordProblems,0,1,57.51619832792113
Ali,4,1,Rate,0,1,62.89385556740772
Ali,4,2,Ratio_Basics,0,1,64.19950659330688
Ali,4,2,Ratio_Simplify,0,1,64.9691984506778
Ali,4,2,Proportion,0,1,63.051151725425115
Ali,4,2,Ratio_WordProblems,0,1,69.3793508710581
Ali,4,2,Rate,0,1,68.41254116406495
Ali,5,1,Algebra_Variables,0,1,68.44068230341765
Ali,5,1,Algebra_Equations,0,1,66.05959392194038
Ali,5,1,Algebra_Substitution,0,1,62.19893838345549
Ali,5,1,Algebra_Expressions,0,1,66.05074074815872
Ali,5,1,Solve_for_x,0,1,62.40522565250372
Ali,5,2,Algebra_Variables,1,1,78.74396149696739
Ali,5,2,Algebra_Equations,1,1,84.30921724842155
Ali,5,2,Algebra_Substitution,1,1,79.78847371333043
Ali,5,2,Algebra_Expressions,1,1,86.99020261324418
Ali,5,2,Solve_for_x,1,1,81.31036543024074
Bader,1,1,Fractions_Represent,0,1,54.46263263964076
Bader,1,1,Fractions_Equivalent,0,1,50.51412647588321
Bader,1,1,Fractions_Compare,0,1,57.51576648057865
Bader,1,1,Fractions_Decimal,0,1,41.91410094496516
Bader,1,1,Fractions_Simplify,0,1,58.49150074059238
Bader,1,2,Fractions_Represent,0,1,65.568426319425
Bader,1,2,Fractions_Equivalent,0,1,64.28104122885567
Bader,1,2,Fractions_Compare,0,1,48.79050119291371
Bader,1,2,Fractions_Decimal,0,1,62.334072487643574
Bader,1,2,Fractions_Simplify,0,1,61.84548267455444
Bader,2,1,Decimals_PlaceValue,0,1,45.278520479363486
Bader,2,1,Decimals_Compare,0,1,40.59224925668313
Bader,2,1,Decimals_Operations,0,1,47.46841536075465
Bader,2,1,Decimals_ToFraction,0,1,40.66113785975219
Bader,2,1,Decimals_Round,0,1,53.76626715449751
Bader,2,2,Decimals_PlaceValue,0,1,40.124088684965386
Bader,2,2,Decimals_Compare,0,1,37.70945265445522
Bader,2,2,Decimals_Operations,0,1,36.60966418539295
Bader,2,2,Decimals_ToFraction,0,1,41.75603045398949
Bader,2,2,Decimals_Round,0,1,47.56453209941489
Bader,3,1,Percent_Basics,0,1,54.393787018821975
Bader,3,1,Percent_ToFraction,0,1,59.25530204945186
Bader,3,1,Percent_WordProblems,0,1,46.20857290303816
Bader,3,1,Percent_OfQuantity,0,1,64.04450647430762
Bader,3,1,Percent_Change,0,1,48.97701106726885
Bader,3,2,Percent_Basics,0,1,49.10416332438612
Bader,3,2,Percent_ToFraction,0,1,58.238040025451966
Bader,3,2,Percent_WordProblems,1,1,71.95488544223129
Bader,3,2,Percent_OfQuantity,1,1,71.84323026199262
Bader,3,2,Percent_Change,0,1,55.36022892254684
Bader,4,1,Ratio_Basics,0,1,43.618093782863454
Bader,4,1,Ratio_Simplify,0,1,33.235863293326396
Bader,4,1,Proportion,0,1,57.36572048750352
